scene_id,start_time,end_time,source_type,flashcard_word,custom_image_path,image_prompt,reason,subtitle_reference
27,912,998,FLASHCARD,band,C:/Project/CAP_2000_Vocab_Project/workspace/Ep04_0091_0120/04_images/flashcards/band.png,,主持人解釋單字 band 的雙重意思（樂團、橡皮筋）並講解其核心概念,"[0:15:12.640000-->0:15:13.420000] 就是band。 | [0:15:14.040000-->0:15:16.140000] 當它指一群人玩音樂的時候 | [0:15:16.140000-->0:15:17.340000] 它是名詞, | [0:15:17.520000-->0:15:18.160000] 樂團。 | [0:15:18.860000-->0:15:20.200000] Myfavoritebandplays | [0:15:20.200000-->0:15:21.060000] greatmusic。 | [0:15:21.540000-->0:15:22.360000] 我最喜歡的 | [0:15:22.360000-->0:15:24.240000] 樂團演奏很棒的音樂。 | [0:15:24.820000-->0:15:26.220000] 但它的另一個分身 | [0:15:26.220000-->0:15:27.460000] 居然是帶子、 | [0:15:27.880000-->0:15:28.280000] 條紋 | [0:15:28.280000-->0:15:29.500000] 或是橡皮筋耶。 | [0:15:30.120000-->0:15:32.020000] 像是shetiedherhair | [0:15:32.020000-->0:15:33] witharubberband, | [0:15:33.280000-->0:15:34.180000] 她用橡皮筋 | [0:15:34.180000-->0:15:35.060000] 綁了頭髮。 | [0:15:35.340000-->0:15:36.180000] 這你總不能說 | [0:15:36.180000-->0:15:37.280000] 他們有關係了吧。 | [0:15:38.080000-->0:15:39.080000] 他們不僅有關係, | [0:15:39.300000-->0:15:40.960000] 而且關係非常密切喔。 | [0:15:41.140000-->0:15:41.640000] 真的假的? | [0:15:41.740000-->0:15:44] Band的核心概念其實是綁在一起、 | [0:15:44.300000-->0:15:45.080000] 連結。 | [0:15:45.260000-->0:15:46.260000] 你想想看 | [0:15:46.260000-->0:15:47.040000] 橡皮筋, | [0:15:47.240000-->0:15:48.360000] rubberband的作用 | [0:15:48.360000-->0:15:48.780000] 是什麼? | [0:15:49.340000-->0:15:50.620000] 是不是把散落的 | [0:15:50.620000-->0:15:52.340000] 頭髮或物品綁在一起? | [0:15:52.860000-->0:15:53.160000] 對, | [0:15:53.360000-->0:15:54.480000] 那是實體的綁。 | [0:15:54.720000-->0:15:55.640000] 那樂團呢? | [0:15:55.740000-->0:15:56.480000] 一個樂團 | [0:15:56.480000-->0:15:58.200000] 就是把一群擁有共同 | [0:15:58.200000-->0:15:59.240000] 音樂理念的人, | [0:15:59.580000-->0:16:00.560000] 用無形的 | [0:16:00.560000-->0:16:02.760000] 默契綁在一起的團體啊。 | [0:16:02.840000-->0:16:03.480000] 我的天。 | [0:16:03.660000-->0:16:04.300000] 所以不管 | [0:16:04.300000-->0:16:06.020000] 是綁頭髮的橡皮筋 | [0:16:06.020000-->0:16:07.700000] 還是搖滾樂團, | [0:16:08-->0:16:08.320000] 他們在 | [0:16:08.320000-->0:16:10.500000] 概念上都是把分散的 | [0:16:10.500000-->0:16:12.420000] 個體連結成一個整體的 | [0:16:12.420000-->0:16:12.760000] band。 | [0:16:13.180000-->0:16:14.660000] 我的大腦在發光了啦。 | [0:16:14.660000-->0:16:15.880000] 這太有詩意了吧。 | [0:16:16.240000-->0:16:16.820000] 橡皮筋 | [0:16:16.820000-->0:16:18.080000] 是物理上的綁定, | [0:16:18.440000-->0:16:20.280000] 樂團是精神上的綁定。 | [0:16:20.480000-->0:16:21.360000] 聽眾朋友們, | [0:16:21.460000-->0:16:22.040000] 現在請你在 | [0:16:22.040000-->0:16:24.100000] 腦海裡想像一個長髮飄逸的 | [0:16:24.100000-->0:16:24.940000] 重金屬樂團, | [0:16:25.160000-->0:16:26.320000] band的主唱。 | [0:16:26.700000-->0:16:27.240000] 哈哈好。 | [0:16:27.500000-->0:16:28.680000] 她剛去完銀行 | [0:16:28.680000-->0:16:30.020000] Bank領錢, | [0:16:30.160000-->0:16:30.380000] 現在 | [0:16:30.380000-->0:16:32.340000] 她走到河岸Bank邊 | [0:16:32.340000-->0:16:33.920000] 然後因為風太大了, | [0:16:34-->0:16:34.520000] 她從口袋 | [0:16:34.520000-->0:16:36.360000] 拿出一條橡皮筋band | [0:16:36.360000-->0:16:37.840000] 把頭髮綁起來。"
28,998,1019,AI,,,"A surreal, humorous scene of a long-haired rockstar from a band standing on a riverbank, using a rubber band to tie their hair in the wind, aspect ratio 16:9, cinematic wide shot",主持人用生動的故事畫面串連 bank 和 band 的多重意思,"[0:16:38.680000-->0:16:40.440000] 這個畫面實在太 | [0:16:40.440000-->0:16:42.260000] 有衝擊力了啦。 | [0:16:42.280000-->0:16:44.340000] 不過透過理解核心概念 | [0:16:44.340000-->0:16:46.500000] 再配上你這個有點荒謬 | [0:16:46.500000-->0:16:48.780000] 但極度生動的畫面 | [0:16:48.780000-->0:16:50.760000] 這四的意思絕對牢牢 | [0:16:50.760000-->0:16:52.500000] 刻在聽眾的大腦了。 | [0:16:52.780000-->0:16:53.180000] 對呀。 | [0:16:53.200000-->0:16:54.640000] 畫面感加上背後 | [0:16:54.640000-->0:16:55.340000] 的為什麼。 | [0:16:55.520000-->0:16:56.540000] 這就是我們 | [0:16:56.540000-->0:16:58.640000] 破解語言密碼的終極 | [0:16:58.640000-->0:16:59.760000] 武器嘛。 | [0:16:59.960000-->0:17:00.300000] 好, | [0:17:00.300000-->0:17:02.340000] 既然我們都走到河岸邊了 | [0:17:02.340000-->0:17:04.580000] 週末的休閒時光我們來聊聊 | [0:17:04.580000-->0:17:06.660000] 那些跟放鬆有關的 | [0:17:06.660000-->0:17:08.360000] B開頭單字吧。"
29,1019,1028,AI,,,"A montage of weekend leisure activities: a shuttlecock flying over a net, a ball bouncing, colorful balloons, all in a sunny park, aspect ratio 16:9, cinematic wide shot",主持人過場，準備介紹一系列 B 開頭的休閒單字,[0:17:08.380000-->0:17:09.080000] 沒問題。 | [0:17:09.560000-->0:17:10.380000] 我們可以來打 | [0:17:10.380000-->0:17:12.400000] 羽毛球Badminton | [0:17:12.400000-->0:17:13.660000] 名詞。 | [0:17:13.980000-->0:17:14.280000] Let'splay | [0:17:14.280000-->0:17:15.640000] Badmintonthisweekend | [0:17:15.640000-->0:17:16.400000] atthepark | [0:17:16.400000-->0:17:18.400000] 我們這週末在公園打 | [0:17:18.400000-->0:17:19.680000] 羽毛球吧。
30,1028,1051,FLASHCARD,badminton,C:/Project/CAP_2000_Vocab_Project/workspace/Ep04_0091_0120/04_images/flashcards/badminton.png,,主持人提到並舉例單字 badminton,"[0:17:20-->0:17:20.480000] 或是 | [0:17:20.480000-->0:17:21.660000] 玩Bowl, | [0:17:21.680000-->0:17:22.380000] 名詞 | [0:17:22.380000-->0:17:22.940000] 球。 | [0:17:23.560000-->0:17:24.360000] Let'splaycatch | [0:17:24.360000-->0:17:25.140000] withthebowl。 | [0:17:25.480000-->0:17:26.360000] 我們來玩丟街 | [0:17:26.360000-->0:17:26.980000] 球吧。 | [0:17:27.720000-->0:17:28.160000] 嗯。 | [0:17:28.400000-->0:17:29.460000] 那如果有小朋友 | [0:17:29.460000-->0:17:30.320000] 在旁邊, | [0:17:30.420000-->0:17:31.260000] 通常還會看到"
31,1051,1059,FLASHCARD,ball,C:/Project/CAP_2000_Vocab_Project/workspace/Ep04_0091_0120/04_images/flashcards/ball.png,,主持人提到並舉例單字 ball,"[0:17:31.260000-->0:17:32.080000] Balloon, | [0:17:32.360000-->0:17:32.880000] 名詞 | [0:17:32.880000-->0:17:34.060000] 氣球對吧。 | [0:17:34.560000-->0:17:35.100000] Thechild | [0:17:35.100000-->0:17:36.560000] heldaredballoon。 | [0:17:36.940000-->0:17:37.340000] 那孩子 | [0:17:37.340000-->0:17:38.880000] 拿著一個紅色氣球。"
32,1059,1071,FLASHCARD,balloon,C:/Project/CAP_2000_Vocab_Project/workspace/Ep04_0091_0120/04_images/flashcards/balloon.png,,主持人提到並舉例單字 balloon,[0:17:39.220000-->0:17:41.500000] 其實Balloon這個字也很有趣 | [0:17:41.500000-->0:17:41.820000] 喔。 | [0:17:42.140000-->0:17:43.140000] 你可以聽到它 | [0:17:43.140000-->0:17:45.180000] 發音裡面有Bowl的聲音 | [0:17:45.180000-->0:17:47.100000] 因為氣球本來就是一種 | [0:17:47.100000-->0:17:48.620000] 會膨脹的球啊。 | [0:17:48.860000-->0:17:49.080000] 對 | [0:17:49.080000-->0:17:50.920000] 真的是處處是玄機。
33,1071,1085,FLASHCARD,banana,C:/Project/CAP_2000_Vocab_Project/workspace/Ep04_0091_0120/04_images/flashcards/banana.png,,主持人提到並舉例單字 banana,"[0:17:51.140000-->0:17:52.580000] 那運動完肚子餓了, | [0:17:52.760000-->0:17:53.220000] 最簡單 | [0:17:53.220000-->0:17:55.340000] 的能量補充就是Banana | [0:17:55.340000-->0:17:57.260000] 名詞香蕉了。 | [0:17:57.520000-->0:17:58.760000] Shepeeledabananafor | [0:17:58.760000-->0:17:59.280000] asnack | [0:17:59.280000-->0:18:01.500000] 她剝了一根香蕉當點心 | [0:18:01.500000-->0:18:03.040000] 但如果嗯 | [0:18:03.040000-->0:18:05.680000] 我想去點剛出爐的甜點呢"
34,1085,1097,FLASHCARD,bake,C:/Project/CAP_2000_Vocab_Project/workspace/Ep04_0091_0120/04_images/flashcards/bake.png,,主持人提到並舉例單字 bake,"[0:18:05.680000-->0:18:07.440000] 那我們就來利用自 | [0:18:07.440000-->0:18:09.040000] 根延伸法啦。 | [0:18:09.280000-->0:18:09.320000] 首先 | [0:18:09.320000-->0:18:10.880000] 是動詞Bake, | [0:18:11-->0:18:11.840000] 烘烤 | [0:18:11.840000-->0:18:13.400000] Shewantstobakeadelicious | [0:18:13.400000-->0:18:14.380000] chocolatecake。 | [0:18:14.880000-->0:18:15.260000] 她想烤 | [0:18:15.260000-->0:18:16.920000] 一個美味的巧克力蛋糕。"
35,1097,1113,FLASHCARD,bakery,C:/Project/CAP_2000_Vocab_Project/workspace/Ep04_0091_0120/04_images/flashcards/bakery.png,,主持人從 bake 延伸解釋單字 bakery,"[0:18:17.420000-->0:18:19.100000] 想自己烤的話用Bake | [0:18:19.100000-->0:18:19.440000] 對。 | [0:18:19.880000-->0:18:21.320000] 但如果你不想自己烤 | [0:18:21.320000-->0:18:23.440000] 你可以加上代表地點的字尾 | [0:18:23.440000-->0:18:25.440000] ERR或是花Y | [0:18:25.440000-->0:18:26.740000] 變成Bakery, | [0:18:26.920000-->0:18:27.400000] 名詞 | [0:18:27.400000-->0:18:29.160000] 麵包店或烘焙房。 | [0:18:29.360000-->0:18:30.560000] Iboughtfreshbreadat | [0:18:30.560000-->0:18:31.020000] thebakery。 | [0:18:31.500000-->0:18:33.200000] 麵包店買了新鮮麵包。"
36,1113,1137,FLASHCARD,barbecue,C:/Project/CAP_2000_Vocab_Project/workspace/Ep04_0091_0120/04_images/flashcards/barbecue.png,,主持人提到並解釋單字 barbecue (BBQ) 的來源,"[0:18:33.800000-->0:18:35.640000] 這跟我們一開始講的加上 | [0:18:35.640000-->0:18:37.580000] ANT變成執行動作 | [0:18:37.580000-->0:18:39.820000] 的人有異曲同工之妙耶 | [0:18:39.820000-->0:18:41.700000] 加上Y就變成了 | [0:18:41.700000-->0:18:43.480000] 做這個動作的場所了。 | [0:18:43.680000-->0:18:43.860000] 沒錯。 | [0:18:44.320000-->0:18:45.540000] 不過週末最讓 | [0:18:45.540000-->0:18:47.200000] 人興奮的戶外活動 | [0:18:47.200000-->0:18:48.940000] 絕對是BBQ, | [0:18:49.060000-->0:18:49.520000] 名詞 | [0:18:49.520000-->0:18:50.860000] 烤肉燒烤。 | [0:18:51.020000-->0:18:51.620000] Let'shavea | [0:18:51.620000-->0:18:52.720000] BBQthisweekend。 | [0:18:53.120000-->0:18:53.720000] 我們這週末來 | [0:18:53.720000-->0:18:54.460000] 烤肉吧。 | [0:18:54.580000-->0:18:55.680000] 做BBQ | [0:18:55.680000-->0:18:57.440000] 我聽說它的來源"
37,1137,1175,FLASHCARD,balcony,C:/Project/CAP_2000_Vocab_Project/workspace/Ep04_0091_0120/04_images/flashcards/balcony.png,,主持人提到並解釋單字 balcony 的來源,"[0:18:57.440000-->0:18:59.280000] 好像也很有故事對不對? | [0:18:59.720000-->0:18:59.940000] 對啊。 | [0:19:00.280000-->0:19:01.560000] 它其實源自於 | [0:19:01.560000-->0:19:03.360000] 加勒比海原自名的語言 | [0:19:03.360000-->0:19:04.640000] Barbacoa。 | [0:19:04.820000-->0:19:05.680000] 原本指的是 | [0:19:05.680000-->0:19:07.540000] 一種用木頭搭建起來 | [0:19:07.540000-->0:19:09.620000] 用來把肉架在火上 | [0:19:09.620000-->0:19:11.460000] 烤的木製支架。 | [0:19:11.720000-->0:19:13.620000] 後來這個詞隨著杭凱加傳 | [0:19:13.620000-->0:19:14.440000] 回歐洲, | [0:19:14.640000-->0:19:15.780000] 就變成了我們今天 | [0:19:15.780000-->0:19:17.720000] 熟悉的烤肉活動了。 | [0:19:17.900000-->0:19:18.280000] 哇。 | [0:19:18.580000-->0:19:19.640000] 所以我們現在說 | [0:19:19.640000-->0:19:22.800000] BBQ其實是在像幾百年前的 | [0:19:22.800000-->0:19:24.160000] 木製烤肉架致敬。 | [0:19:24.540000-->0:19:26.100000] 可以這麼說喔。 | [0:19:26.320000-->0:19:27.580000] 那吃飽喝足之後 | [0:19:27.580000-->0:19:29.220000] 週末晚上回到家, | [0:19:29.580000-->0:19:29.940000] 我其實 | [0:19:29.940000-->0:19:31.800000] 最喜歡待在一個半戶外的 | [0:19:31.800000-->0:19:32.720000] 空間放空。 | [0:19:33.140000-->0:19:34.100000] 那就是Balcony | [0:19:34.100000-->0:19:34.780000] 名詞, | [0:19:34.980000-->0:19:35.720000] 陽台。"
38,1175,1215,AI,,,"A person relaxing on a balcony at twilight, looking thoughtfully at the city lights, recalling the day's language discoveries in glowing thought bubbles, aspect ratio 16:9, cinematic wide shot",主持人開始總結與回顧,"[0:19:36.240000-->0:19:37.700000] Theapartmenthasasmall | [0:19:37.700000-->0:19:38.560000] Balcony。 | [0:19:38.780000-->0:19:39.700000] 這公寓有個小 | [0:19:39.700000-->0:19:40.160000] 陽台。 | [0:19:40.420000-->0:19:41.660000] Balcony這個字 | [0:19:41.660000-->0:19:43.660000] 也是源自於義大利文喔。 | [0:19:43.740000-->0:19:45.980000] 原本指的是建築物上搭建 | [0:19:45.980000-->0:19:47.820000] 出來的大型看台或 | [0:19:47.820000-->0:19:48.740000] 露台。 | [0:19:48.940000-->0:19:50.660000] 坐在Balcony陽台上 | [0:19:50.660000-->0:19:51.860000] 看著外面的風景 | [0:19:51.860000-->0:19:53.420000] 作為一天的解說, | [0:19:53.660000-->0:19:54.060000] 是非常 | [0:19:54.060000-->0:19:55.440000] 有畫面感的。 | [0:19:55.560000-->0:19:55.740000] 沒錯。 | [0:19:56.280000-->0:19:57.840000] 坐在Balcony吹著晚風 | [0:19:57.840000-->0:20:00.260000] 回顧我們今天這場單字的深度 | [0:20:00.260000-->0:20:01.040000] 探索, | [0:20:01.340000-->0:20:01.940000] 真的有一種 | [0:20:03.020000-->0:20:03.980000] 任督而脈 | [0:20:03.980000-->0:20:05.060000] 被打通的感覺。 | [0:20:05.640000-->0:20:06.020000] 我們今天 | [0:20:06.020000-->0:20:07.760000] 不僅僅是看了三十個單字 | [0:20:07.760000-->0:20:10.160000] 我們根本是解開了人類大腦運作 | [0:20:10.160000-->0:20:10.940000] 的密碼吧。 | [0:20:11.160000-->0:20:12.120000] 確實如此。 | [0:20:12.420000-->0:20:13.820000] 那我們快速幫大家 | [0:20:13.820000-->0:20:15.660000] 收斂一下今天的核心動潮。"
39,1215,1252,AI,,,"An animated infographic summarizing the key takeaways: a word transforming into a person (assistant), a human body as a compass (back), and a word splitting into two meanings (bank), aspect ratio 16:9, cinematic wide shot",主持人回顧本集的三大核心重點,"[0:20:15.660000-->0:20:16.420000] 第一, | [0:20:16.800000-->0:20:17.880000] 英文重管了 | [0:20:17.880000-->0:20:19.360000] 模組化的標籤, | [0:20:19.600000-->0:20:19.800000] 比如 | [0:20:19.800000-->0:20:20.940000] 字為ant, | [0:20:21.360000-->0:20:22.120000] 可以把動作 | [0:20:22.120000-->0:20:23] 變成了人, | [0:20:23.180000-->0:20:24.340000] 就像assistant。 | [0:20:24.780000-->0:20:25.440000] 第二呢, | [0:20:25.580000-->0:20:25.880000] 語言 | [0:20:25.880000-->0:20:27.100000] 是人體的延伸, | [0:20:27.500000-->0:20:27.840000] 我們用 | [0:20:27.840000-->0:20:29.860000] 我們的身體當做指南針 | [0:20:29.860000-->0:20:31.080000] 來定義空間, | [0:20:31.340000-->0:20:31.660000] 比如 | [0:20:31.660000-->0:20:32.120000] back, | [0:20:32.400000-->0:20:32.940000] 背部, | [0:20:33.120000-->0:20:33.920000] 演變成了 | [0:20:33.920000-->0:20:35.420000] 倒退跟回來的意思。 | [0:20:35.780000-->0:20:35.980000] 對, | [0:20:36.300000-->0:20:36.980000] 還有第三, | [0:20:37.100000-->0:20:37.920000] 也是最震撼 | [0:20:37.920000-->0:20:38.340000] 的一點, | [0:20:38.800000-->0:20:40.160000] 那些看似很不講 | [0:20:40.160000-->0:20:41.280000] 力的一字多義, | [0:20:41.400000-->0:20:41.680000] 其實 | [0:20:41.680000-->0:20:43.800000] 都源自於同一個古老的 | [0:20:43.800000-->0:20:44.840000] 核心概念。 | [0:20:45.100000-->0:20:46.440000] 掌凳變成了銀行 | [0:20:46.440000-->0:20:47.220000] 跟核案, | [0:20:47.440000-->0:20:48.100000] 也就是bank, | [0:20:48.540000-->0:20:50.240000] 而捆綁的動作變成了 | [0:20:50.240000-->0:20:51.360000] 橡皮筋跟樂團, | [0:20:51.580000-->0:20:52.300000] 也就是band。"
40,1252,1349,AI,,,"A split screen showing a dog barking and the bark of a tree, with a large glowing question mark between them, teasing the next episode's theme, aspect ratio 16:9, cinematic wide shot",主持人提出思考題並預告下次節目內容,"[0:20:52.640000-->0:20:54.640000] 當你看透了這些規律啊, | [0:20:54.800000-->0:20:57.040000] 背單字就不再是死記應背了, | [0:20:57.100000-->0:20:58.380000] 而是在欣賞一場 | [0:20:58.380000-->0:21:00.780000] 跨越千年的文化演變史。 | [0:21:01.280000-->0:21:02.420000] 你在這個過程中 | [0:21:02.420000-->0:21:03.760000] 付出的attention, | [0:21:03.920000-->0:21:04.220000] 絕對 | [0:21:04.220000-->0:21:06.060000] 會為你帶來豐厚的回報。 | [0:21:06.400000-->0:21:06.740000] 真的, | [0:21:07.140000-->0:21:08.260000] 所以聽眾朋友們, | [0:21:08.260000-->0:21:10.360000] 不管你現在是準備要下公車了, | [0:21:10.480000-->0:21:11.980000] 還是剛剛跑完五公里, | [0:21:11.980000-->0:21:14.100000] 請給你自己一個大大的掌聲, | [0:21:14.340000-->0:21:15.840000] 因為你剛剛不廢吹灰之力, | [0:21:15.980000-->0:21:18.460000] 就把這些隱藏的知識內化到大腦裡了。 | [0:21:18.940000-->0:21:19.300000] 沒錯, | [0:21:19.520000-->0:21:20.460000] 超棒的。 | [0:21:20.660000-->0:21:22.360000] 那在我們今天節目結束之前, | [0:21:22.660000-->0:21:24.780000] 我要留一個有趣的思考題給你。 | [0:21:24.960000-->0:21:25.300000] 喔, | [0:21:25.340000-->0:21:26.200000] 是什麼問題? | [0:21:26.460000-->0:21:28.040000] 剛才我們聊了bank | [0:21:28.040000-->0:21:30.420000] 跟band的雙重身份碼。 | [0:21:30.780000-->0:21:31.240000] 下次, | [0:21:31.400000-->0:21:32.560000] 當你在生活中 | [0:21:32.560000-->0:21:34.440000] 看到bark這個字的時候, | [0:21:34.780000-->0:21:36.020000] B-A-R-K, | [0:21:36.120000-->0:21:38.520000] 它既可以是一棵樹的樹皮, | [0:21:38.900000-->0:21:40.300000] 也可以是小狗的 | [0:21:40.300000-->0:21:41.160000] 鳴叫聲。 | [0:21:42.020000-->0:21:43.560000] 這個字很有意思耶。 | [0:21:43.760000-->0:21:43.960000] 對吧, | [0:21:44.420000-->0:21:45.620000] 所以不妨在心裡 | [0:21:45.620000-->0:21:46.600000] 問問你自己, | [0:21:47-->0:21:47.980000] 這兩者之間 | [0:21:47.980000-->0:21:49.700000] 會不會也有藏著某種 | [0:21:49.700000-->0:21:52.120000] 我們還沒發現的神奇連結呢? | [0:21:52.560000-->0:21:54.740000] 是聲音像樹皮剝落的 | [0:21:54.740000-->0:21:55.380000] 聲音嗎? | [0:21:55.680000-->0:21:57.120000] 還是有其他的秘密? | [0:21:57.520000-->0:22:00.660000] 保持這種看透事物表象的好奇心, | [0:22:00.920000-->0:22:02.020000] 你會發現世界 | [0:22:02.020000-->0:22:03.120000] 超級好玩的。 | [0:22:03.540000-->0:22:04.020000] 真的, | [0:22:04.320000-->0:22:06.300000] 帶著這份對世界的好奇心 | [0:22:06.300000-->0:22:07.520000] 去探索的語言, | [0:22:07.520000-->0:22:09.680000] 你會發現每個單字背後 | [0:22:09.680000-->0:22:12.140000] 都有一個等著你發掘的宇宙喔。 | [0:22:12.280000-->0:22:12.460000] 沒錯, | [0:22:13-->0:22:13.920000] 感謝你今天 | [0:22:13.920000-->0:22:15.820000] 加入我們的深度探索, | [0:22:16.060000-->0:22:17.360000] 我們非常享受這段 | [0:22:17.360000-->0:22:19.920000] 為你拆解語言矩陣的時光。 | [0:22:20.180000-->0:22:22.060000] 下次當你又有零碎時間, | [0:22:22.340000-->0:22:23.760000] 想要輕鬆獲得一些 | [0:22:23.760000-->0:22:25.780000] 讓人大開眼界的知識時, | [0:22:26.180000-->0:22:27.100000] 記得回來找我們。 | [0:22:27.340000-->0:22:28.140000] 我們下次見。 | [0:22:28.440000-->0:22:29.120000] 下次見囉,"
41,1349,1369,AI,,,"The two podcast hosts smiling and waving goodbye to the camera in their studio, with a warm and inviting atmosphere, aspect ratio 16:9, cinematic wide shot",結尾與道別,[0:22:29.240000-->0:22:29.460000] 掰掰。
